MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D002,Myeik,မြိတ်,MMR006006,Kyunsu,ကျွန်းစု
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D002,Myeik,မြိတ်,MMR006007,Palaw,ပုလော
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D002,Myeik,မြိတ်,MMR006008,Tanintharyi,တနင်္သာရီ
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D002,Myeik,မြိတ်,MMR006007702,Palauk,ပလောက်
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,,,
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,MMR006009,Kawthoung,ကော့သောင်း
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,MMR006010,Bokpyin,ဘုတ်ပြင်း
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,MMR006009702,Khamaukgyi,ခမောက်ကြီး
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,MMR006010702,Pyigyimandaing,ပြည်ကြီးမဏ္ဍိုင်
MM-05,MMR006,TNI,Tanintharyi,တနင်္သာရီ,MMR006D003,Kawthoung,ကော့သောင်း,MMR006010703,Karathuri,ကရသူရိ
MM-02,MMR111,BGO,Bago,ပဲခူး,,,,,,
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,,,
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007001,Bago,ပဲခူး
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007002,Thanatpin,သနပ်ပင်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007003,Kawa,ကဝ
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007004,Waw,ဝေါ
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007005,Nyaunglebin,ညောင်လေးပင်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007006,Kyauktaga,ကျောက်တံခါး
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007007,Daik-U,ဒိုက်ဦး
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D001,Bago,ပဲခူး,MMR007008,Shwegyin,ရွှေကျင်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,,,
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007009,Taungoo,တောင်ငူ
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007010,Yedashe,ရေတာရှည်
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007011,Kyaukkyi,ကျောက်ကြီး
MM-02,MMR111,BGO,Bago,ပဲခူး,MMR007D002,Taungoo,တောင်ငူ,MMR007012,Phyu,ဖြူး
